setting,source_model,target_model,model_family,fold0_weight_path,fold1_weight_path,fold2_weight_path,missing_folds,fold0_status,fold1_status,fold2_status,fold0_source,fold1_source,fold2_source
HCP_CamCan_PING_to_HCP,HCP_CamCan_PING,HCP,swinunetr,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x4/best_weights_ep27.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x5/best_weights_ep25.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x6/best_weights_ep33.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:81,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:83,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:85
HCP_CamCan_PING_to_HCP,HCP_CamCan_PING,HCP,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x2/best_weights_ep7.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x3/best_weights_ep8.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x4/best_weights_ep7.npz,-,commented,active,active,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:90,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:92,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:94
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_MASAM3D_x8/best_weights_ep29.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_MASAM3D_x9/best_weights_ep25.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_MASAM3D_x10/best_weights_ep20.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:101 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:101,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:103 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:103,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:105 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:105
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,TractSeg,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg_x2/best_weights_ep22.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg_x3/best_weights_ep25.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg_x4/best_weights_ep26.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:69 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:69,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:71 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:71,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:73 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:73
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg3D_x3/best_weights_ep7.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg3D_x4/best_weights_ep8.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_TractSeg3D_x5/best_weights_ep7.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:77 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:77,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:79 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:79,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:81 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:81
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,mednext3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_mednext3D/best_weights_ep18.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_mednext3D_x1/best_weights_ep16.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_mednext3D_x2/best_weights_ep14.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:109 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:109,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:111 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:111,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:113 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:113
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,swinunetr,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x4/best_weights_ep27.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x5/best_weights_ep25.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr_x6/best_weights_ep33.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:85 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:85,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:87 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:87,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:89 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:89
HCP_CamCan_PING_to_PING,HCP_CamCan_PING,PING,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x2/best_weights_ep7.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x3/best_weights_ep8.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_Ping_experiment_swinunetr3D_x4/best_weights_ep7.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:93 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:93,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:95 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:95,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:97 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:97
HCP_CamCan_to_PING,HCP_CamCan,PING,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_MASAM3D/best_weights_ep19.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_MASAM3D_x1/best_weights_ep14.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_MASAM3D_x2/best_weights_ep20.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:274 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:274,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:276 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:276,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:278 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:278
HCP_CamCan_to_PING,HCP_CamCan,PING,TractSeg,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg_x6/best_weights_ep45.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg_x7/best_weights_ep32.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg_x8/best_weights_ep45.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:234 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:234,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:237 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:237,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:240 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:240
HCP_CamCan_to_PING,HCP_CamCan,PING,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg3D_x9/best_weights_ep9.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg3D_x10/best_weights_ep5.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_TractSeg3D_x11/best_weights_ep6.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:244 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:244,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:247 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:247,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:251 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:251
HCP_CamCan_to_PING,HCP_CamCan,PING,mednext3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_mednext3D/best_weights_ep11.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_mednext3D_x1/best_weights_ep11.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_mednext3D_x2/best_weights_ep14.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:282 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:282,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:285 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:285,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:288 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:288
HCP_CamCan_to_PING,HCP_CamCan,PING,swinunetr,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr_x6/best_weights_ep38.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr_x7/best_weights_ep32.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr_x8/best_weights_ep26.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:255 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:255,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:258 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:258,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:261 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:261
HCP_CamCan_to_PING,HCP_CamCan,PING,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr3D_x3/best_weights_ep3.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr3D_x4/best_weights_ep5.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_CamCan_experiment_swinunetr3D_x5/best_weights_ep5.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:265 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:265,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:268 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:268,TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference.pbs:271 || TractSeg/scripts/cortex/inference/run_main_Ping_all_models_inference_peak_orig.pbs:271
HCP_PING_to_CamCan,HCP_PING,CamCan,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_MASAM3D/best_weights_ep36.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_MASAM3D_x1/best_weights_ep23.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_MASAM3D_x2/best_weights_ep28.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:213 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:213,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:215 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:215,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:217 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:217
HCP_PING_to_CamCan,HCP_PING,CamCan,TractSeg,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg/best_weights_ep37.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg_x1/best_weights_ep48.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg_x2/best_weights_ep42.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:42 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:43,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:44 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:45,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:46 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:47
HCP_PING_to_CamCan,HCP_PING,CamCan,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg3D/best_weights_ep9.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg3D_x1/best_weights_ep12.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_TractSeg3D_x2/best_weights_ep11.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:84 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:85,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:86 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:87,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:88 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:89
HCP_PING_to_CamCan,HCP_PING,CamCan,mednext3D,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_mednext3D/best_weights_ep21.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_mednext3D_x1/best_weights_ep21.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_mednext3D_x2/best_weights_ep20.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:254 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:254,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:257 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:257,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:260 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:260
HCP_PING_to_CamCan,HCP_PING,CamCan,swinunetr,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr/best_weights_ep22.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr_x1/best_weights_ep23.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr_x2/best_weights_ep18.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:126 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:126,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:129 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:129,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:132 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:132
HCP_PING_to_CamCan,HCP_PING,CamCan,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr3D/best_weights_ep8.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr3D_x1/best_weights_ep8.npz,$DATA_PATH/TractSeg/hcp_exp/HCP_Ping_experiment_swinunetr3D_x7/best_weights_ep8.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:171 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:171,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:174 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:174,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:176 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:176
HCP_to_CamCan,HCP,CamCan,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x22/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x1/best_weights_ep27.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x23/best_weights_ep37.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:205 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:205,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:207 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:207,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:209 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:209
HCP_to_CamCan,HCP,CamCan,TractSeg,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x14/best_weights_ep73.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x1/best_weights_ep68.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x15/best_weights_ep52.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:31 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:32,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:34 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:35,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:37 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:38
HCP_to_CamCan,HCP,CamCan,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x14/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x1/best_weights_ep13.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x15/best_weights_ep19.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:75 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:76,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:77 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:78,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:79 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:80
HCP_to_CamCan,HCP,CamCan,mednext3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x20/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x21/best_weights_ep18.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x22/best_weights_ep19.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:245 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:245,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:247 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:247,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:249 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:249
HCP_to_CamCan,HCP,CamCan,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x11/best_weights_ep67.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x12/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x13/best_weights_ep22.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:118 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:118,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:120 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:120,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:122 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:122
HCP_to_CamCan,HCP,CamCan,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x12/best_weights_ep26.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x80/best_weights_ep6.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x81/best_weights_ep6.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:162 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:162,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:165 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:165,TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference.pbs:167 || TractSeg/scripts/cortex/inference/run_main_CamCan_all_models_inference_probs.pbs:167
HCP_to_HCP,HCP,HCP,MASAM3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x22/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x1/best_weights_ep27.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_MASAM3D_x23/best_weights_ep37.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:46,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:48,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:50
HCP_to_HCP,HCP,HCP,TractSeg,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x14/best_weights_ep73.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x1/best_weights_ep68.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg_x15/best_weights_ep52.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:12,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:14,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:16
HCP_to_HCP,HCP,HCP,TractSeg3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x14/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x1/best_weights_ep13.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_TractSeg3D_x15/best_weights_ep19.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:21,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:23,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:25
HCP_to_HCP,HCP,HCP,mednext3D,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x20/best_weights_ep17.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x21/best_weights_ep18.npz,$DATA_PATH/TractSeg/hcp_exp/wholeHCP_experiment_mednext3D_x22/best_weights_ep19.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:54,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:56,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:58
HCP_to_HCP,HCP,HCP,swinunetr,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x11/best_weights_ep67.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x12/best_weights_ep28.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr_x13/best_weights_ep22.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:29,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:31,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:33
HCP_to_HCP,HCP,HCP,swinunetr3D,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x12/best_weights_ep26.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x80/best_weights_ep6.npz,$DATA_PATH/TractSeg/hcp_exp/run_with_wholeHCP_swinunetr3D_x81/best_weights_ep6.npz,-,commented,commented,commented,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:38,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:40,TractSeg/scripts/cortex/inference/run_main_wholehcp_all_models_inference.pbs:42
